model	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K21828	166.47	full	all	0.965134	344	206	333	230	4.57	0.590	CRP/FNR family transcriptional regulator, arginine deiminase pathway regulator
K21829	166.03	full	all	0.998693	467	383	437	216	1.88	0.590	D-arginine utilization repressor
K21830	182.23	full	all	1.000000	338	301	657	352	1.85	0.590	phosphorylcholine phosphatase
K21831	272.77	full	all	0.920307	60	47	551	318	1.86	0.590	cholinesterase
K21832	463.70	full	all	0.903948	949	788	1004	367	1.66	0.590	glycine betaine monooxygenase B [EC:1.14.13.251]
K21833	972.30	full	all	1.000000	543	436	731	685	0.66	0.589	N,N-dimethylglycine/sarcosine dehydrogenase [EC:1.5.7.3]
K21834	794.57	full	all	1.000000	533	470	1021	636	0.82	0.589	N,N-dimethylglycine/sarcosine dehydrogenase ferredoxin subunit
K21835	499.70	full	all	0.915344	11	10	344	330	0.60	0.587	secondary-alcohol dehydrogenase (coenzyme-F420) [EC:1.1.98.5]
K21836	-	-	-	-	1	1	443	443	0.39	0.593	D-lactate dehydrogenase (acceptor) [EC:1.1.99.6]
K21837	-	-	-	-	1	1	267	267	0.39	0.587	zerumbone synthase [EC:1.1.1.326]
K21838	887.27	full	all	0.777778	5	5	399	386	0.42	0.589	artemisinic aldehyde Delta11(13)-reductase [EC:1.3.1.92]
K21839	-	-	-	-	1	1	333	333	0.38	0.586	2-haloacrylate reductase [EC:1.3.1.103]
K21840	-	-	-	-	2	2	568	546	0.48	0.589	hexose oxidase [EC:1.1.3.5]
K21841	193.33	full	all	0.994161	1171	1121	7232	821	7.14	0.590	TBC1 domain family member 24
K21842	56.67	full	all	0.999796	2567	2448	8743	868	8.33	0.590	protein EFR3
K21843	525.60	full	trim	0.866418	2254	2164	8224	1312	5.58	0.590	tetratricopeptide repeat protein 7
K21844	331.17	full	all	0.846378	1762	1645	5018	594	6.49	0.590	protein FAM126
K21845	203.10	full	all	0.996169	134	133	3030	1056	4.10	0.590	cargo-transport protein YPP1
K21846	178.67	domain	all	0.974978	1917	1676	2868	347	5.26	0.590	transmembrane protein 150
K21847	1542.07	full	all	0.869357	823	817	6650	1070	1.22	0.590	small G protein signaling modulator 1
K21848	47.00	full	all	0.995504	1169	1108	3751	366	7.23	0.590	lipid intermediate transporter
K21849	136.03	full	all	1.000000	39	38	325	215	1.89	0.589	beta-1,6-glucan synthesis-associated protein KEG1
K21850	110.70	full	all	0.996819	481	470	4699	720	2.16	0.590	beta-glucan synthesis-associated protein KRE6
K21851	1769.73	full	all	0.959995	498	494	4184	1185	1.07	0.591	small G protein signaling modulator 2
K21852	1608.97	full	all	0.923404	1951	1929	12410	2038	3.65	0.590	dedicator of cytokinesis protein 6/7/8
K21853	1609.60	full	all	0.979835	1956	1946	15255	2106	3.36	0.590	dedicator of cytokinesis protein 9/10/11
K21854	168.40	full	all	1.000000	12	12	161	143	0.86	0.590	Orthohepadnavirus protein X
K21855	811.43	full	all	1.000000	4	4	1084	930	0.65	0.592	Lymphocryptovirus nuclear antigen 3
K21856	951.43	full	all	0.777778	4	4	1319	985	0.85	0.592	Lymphocryptovirus nuclear antigen 4
K21857	630.67	full	trim	0.885714	7	6	353	350	0.44	0.590	Deltaretrovirus protein Tax-1
K21858	-	-	-	-	1	1	911	911	0.38	0.592	KSHV interferon regulatory factor-like protein 4
K21859	-	-	-	-	1	1	407	407	0.39	0.586	KSHV transcription activator ORF45
K21860	-	-	-	-	1	1	271	271	0.38	0.587	KSHV OX-2 membrane glycoprotein
K21861	-	-	-	-	1	1	150	150	0.40	0.585	KSHV protein ORF35
K21862	2807.27	full	trim	0.853908	246	244	8419	2075	1.12	0.590	voltage-gated cation channel
K21863	1011.17	full	all	1.000000	792	739	8421	1977	1.25	0.590	sodium leak channel non-selective protein
K21864	1141.97	full	all	1.000000	195	194	5025	2034	1.92	0.590	voltage-dependent calcium channel
K21865	67.23	domain	all	0.952381	13	12	170	92	1.25	0.621	Phycodnaviridae potassium channel protein kcv
K21866	534.70	full	all	0.998605	372	359	2535	1062	1.60	0.590	ion channel POLLUX/CASTOR
K21867	290.73	domain	all	0.999717	1822	1767	4618	850	2.46	0.590	potassium channel
K21868	3360.83	full	all	0.925885	636	635	7355	2243	1.26	0.588	myosin VIIb
K21869	1162.20	full	all	0.882688	158	149	1562	644	0.85	0.590	ATP-dependent RNA helicase DDX53 [EC:5.6.2.7]
K21870	56.33	full	all	0.997286	1377	921	719	215	6.90	0.590	barrier-to-autointegration factor
K21871	138.20	domain	all	0.969813	552	548	6208	986	5.30	0.590	M-phase phosphoprotein 8
K21872	70.17	full	all	0.992246	811	773	4044	458	5.31	0.590	periphilin-1
K21873	239.67	full	all	0.996704	612	609	8904	1686	4.66	0.590	protein TASOR
K21874	327.83	full	all	0.950711	267	256	1779	422	2.93	0.590	SUN domain-containing protein 3
K21875	314.13	domain	all	0.970489	260	244	1659	462	3.24	0.590	sperm-associated antigen 4 protein
K21876	405.17	full	all	0.975754	179	170	1059	527	1.98	0.590	SUN domain-containing protein 5
K21877	254.90	domain	all	0.982204	727	711	5635	793	4.70	0.590	harmonin
K21878	488.77	domain	all	0.936013	948	895	2268	528	2.86	0.590	Usher syndrome type-1G protein
K21879	406.97	domain	all	0.969058	929	924	7928	1056	6.14	0.590	whirlin
K21880	755.03	full	all	0.980102	499	459	1512	545	0.90	0.589	MAGUK 55 kDa erythrocyte membrane protein
K21881	437.30	full	trim	0.954021	407	407	3398	834	5.44	0.590	Usher syndrome type-1C protein-binding protein 1
K21882	312.17	domain	all	0.991737	605	603	5358	1231	2.87	0.590	PDZ domain-containing protein 7
K21883	278.50	domain	all	0.948548	763	731	595	292	2.89	0.590	2-dehydro-3-deoxy-L-rhamnonate dehydrogenase (NAD+) [EC:1.1.1.401]
K21884	214.03	full	all	0.985507	72	36	330	233	1.63	0.591	CRP/FNR family transcriptional regulator, cAMP and macrophage regulator
K21885	98.17	domain	all	0.970098	1283	1060	469	173	8.93	0.590	ArsR family transcriptional regulator, cadmium/lead-responsive transcriptional repressor
K21886	116.17	domain	all	0.931034	384	317	342	204	4.48	0.590	ArsR family transcriptional regulator, nickel/cobalt-responsive transcriptional repressor
K21887	1002.87	full	all	0.902944	283	249	1583	694	0.95	0.592	cation-transporting P-type ATPase J [EC:7.2.2.-]
K21888	186.77	full	all	0.971420	523	495	1069	386	3.60	0.590	glutathione dehydrogenase/transferase [EC:1.8.5.1 2.5.1.18]
K21889	129.57	full	all	0.995972	1260	1119	1182	369	4.99	0.590	Bax inhibitor 1
K21890	170.07	full	trim	0.989484	965	898	934	373	3.20	0.590	growth hormone-inducible transmembrane protein
K21891	86.10	full	all	0.997628	1074	631	1137	378	4.27	0.590	calcium load-activated calcium channel
K21892	134.47	full	all	0.980621	520	443	454	250	3.34	0.590	myoglobin
K21893	129.37	domain	all	0.920117	1562	1431	2049	283	10.92	0.590	neuroglobin
K21894	137.27	full	all	0.860253	1337	1190	1924	320	10.43	0.590	cytoglobin
K21895	-	-	-	-	1	1	355	355	0.38	0.585	tabersonine 16-O-methyltransferase [EC:2.1.1.94]
K21896	-	-	-	-	1	1	295	295	0.38	0.589	3-hydroxy-16-methoxy-2,3-dihydrotabersonine N-methyltransferase [EC:2.1.1.99]
K21897	-	-	-	-	1	1	614	614	0.36	0.584	trimerelysin I [EC:3.4.24.52]
K21898	187.50	full	all	1.000000	733	606	1011	384	2.62	0.590	ornithine racemase [EC:5.1.1.12]
K21899	457.97	full	all	1.000000	11	11	1226	750	1.11	0.591	aldos-2-ulose dehydratase [EC:4.2.1.110]
K21900	295.43	full	all	0.649003	1179	1011	750	375	8.02	0.590	LysR family transcriptional regulator, transcriptional activator of the cysJI operon
K21901	212.43	full	all	0.977778	92	22	204	174	0.78	0.591	LuxR family transcriptional regulator, dicarboxylate transport regulator
K21902	103.33	domain	all	0.991597	275	182	300	145	2.00	0.590	MerR family transcriptional regulator, repressor of the yfmOP operon
K21903	121.00	domain	all	0.684387	3154	2623	884	262	10.03	0.590	ArsR family transcriptional regulator, lead/cadmium/zinc/bismuth-responsive transcriptional repressor
K21904	28.97	domain	trim	0.986517	281	219	148	79	2.38	0.716	metallothionein
K21905	340.17	full	all	0.980392	95	28	343	270	1.19	0.591	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21906	260.00	full	trim	0.907843	102	30	295	246	1.59	0.589	AraC family transcriptional regulator, glutamate-dependent acid resistance regulator
K21907	243.47	full	all	1.000000	95	20	202	176	0.64	0.588	LuxR family transcriptional regulator, glutamate-dependent acid resistance regulator
K21908	45.63	full	all	0.912412	342	188	331	188	8.95	0.590	membrane protein HdeD
K21909	239.03	full	all	1.000000	194	143	400	310	0.99	0.591	D-erythrulose 1-phosphate 3-epimerase [EC:5.1.3.38]
K21910	307.13	full	all	0.878844	401	325	418	263	1.38	0.589	L-erythrulose 1-phosphate isomerase [EC:5.3.1.33]
K21911	221.63	full	all	0.978100	204	140	209	152	0.99	0.592	D-erythrulose 4-phosphate isomerase [EC:5.3.1.34]
K21912	549.57	domain	all	0.982269	598	574	2588	691	2.82	0.590	kelch repeat and BTB domain-containing protein 12
K21913	300.03	domain	all	0.997030	698	673	1273	537	1.42	0.590	kelch repeat and BTB domain-containing protein 13
K21914	173.63	domain	all	0.983554	1897	1636	3343	338	3.19	0.590	BTB/POZ domain-containing protein KCTD2/5/17
K21915	1128.83	full	all	0.906267	817	783	4997	744	1.50	0.591	BTB/POZ domain-containing protein KCTD3
K21916	221.60	full	all	0.847786	733	472	1445	349	5.17	0.590	BTB/POZ domain-containing protein KCTD6
K21917	155.30	domain	all	0.962663	1106	965	2758	362	3.98	0.590	BTB/POZ domain-containing protein KCTD7/14
K21918	149.83	domain	all	0.994230	2397	2094	2785	455	3.45	0.590	BTB/POZ domain-containing protein KCTD8/12/16
K21919	144.57	domain	trim	0.963792	1308	1111	3631	605	7.92	0.590	BTB/POZ domain-containing protein KCTD9
K21920	378.50	domain	trim	0.944444	207	160	556	271	0.97	0.591	BTB/POZ domain-containing protein KCTD11 [EC:2.3.2.27]
K21921	176.10	domain	all	1.000000	325	313	1204	574	2.06	0.589	BTB/POZ domain-containing protein KCTD18
K21922	350.87	domain	all	0.825148	443	284	1085	374	4.47	0.590	BTB/POZ domain-containing protein KCTD21
K21923	1239.63	full	all	1.000000	91	90	1854	1107	0.97	0.589	Adenoviridae DNA polymerase [EC:2.7.7.7]
K21924	2004.23	full	all	1.000000	13	13	1869	1713	0.76	0.591	Bornaviridae RNA-directed RNA polymerase L [EC:2.7.7.48]
K21925	1002.70	full	all	0.871184	22	22	657	607	0.75	0.591	(-)-camphene/tricyclene/(4S)-limonene/myrcene synthase [EC:4.2.3.117 4.2.3.105 4.2.3.16 4.2.3.15]
K21926	865.17	domain	all	1.000000	16	16	652	588	0.68	0.592	(+)-alpha-terpineol/(4S)-limonene synthase [EC:4.2.3.112 4.2.3.16]
K21927	564.50	full	trim	0.962963	16	14	508	359	0.56	0.589	alpha-muurolene/germacrene-A/gamma-muurolene/(+)-delta-cadinol synthase [EC:4.2.3.125 4.2.3.23 4.2.3.126 4.2.3.212]
K21928	1835.97	full	all	1.000000	3	3	777	761	0.37	0.592	delta/alpha/beta-amyrin synthase [EC:5.4.99.55 5.4.99.40 5.4.99.39]
K21929	39.77	domain	all	0.964246	7761	7064	5233	334	16.11	0.590	uracil-DNA glycosylase [EC:3.2.2.27]
K21930	-	-	-	-	1	1	630	630	0.39	0.594	terpinolene synthase [EC:4.2.3.113]
K21931	-	-	-	-	2	2	600	600	0.38	0.588	gamma-terpinene synthase [EC:4.2.3.114]
K21932	623.13	full	all	0.877276	516	485	2309	591	3.19	0.590	C-ets-2
K21933	-	-	-	-	1	1	545	545	0.39	0.594	gamma-curcumene synthase [EC:4.2.3.94]
K21934	-	-	-	-	1	1	373	373	0.39	0.586	2-phosphonomethylmalate synthase [EC:2.3.3.19]
K21935	135.63	full	all	0.955664	457	391	727	363	5.29	0.590	beta-lysine N6-acetyltransferase [EC:2.3.1.264]
K21936	336.03	full	all	0.970351	508	431	1386	686	4.46	0.590	anaerobilin synthase [EC:2.1.1.342]
K21937	-	-	-	-	1	1	376	376	0.39	0.591	3-aminomethylindole N-methyltransferase [EC:2.1.1.340]
K21938	1419.17	full	all	1.000000	5	5	627	627	0.42	0.586	(+)-car-3-ene synthase [EC:4.2.3.107]
K21939	-	-	-	-	1	1	590	590	0.38	0.590	(+)-sabinene/gamma-terpinene synthase [EC:4.2.3.110 4.2.3.114]
K21940	-	-	-	-	2	2	771	771	0.38	0.586	shionone synthase [EC:5.4.99.46]
K21941	-	-	-	-	1	1	767	767	0.36	0.592	glutinol synthase [EC:5.4.99.49]
K21942	-	-	-	-	1	1	767	767	0.36	0.590	friedelin synthase [EC:5.4.99.50]
K21943	-	-	-	-	1	1	761	761	0.36	0.591	baccharis oxide synthase [EC:5.4.99.51]
K21944	1671.90	full	all	0.977043	448	444	4078	1492	1.97	0.590	period circadian protein 1
K21945	1273.97	full	all	0.973602	411	410	4119	1303	2.41	0.590	period circadian protein 3
K21946	672.80	full	all	0.950177	498	306	924	404	1.16	0.589	dual specificity phosphatase 6 [EC:3.1.3.16 3.1.3.48]
K21947	279.73	domain	all	0.982798	317	295	846	347	2.83	0.590	tRNA-5-methyluridine54 2-sulfurtransferase [EC:2.8.1.15]
K21948	313.53	full	all	0.997060	1425	1195	1497	477	2.27	0.590	3-dehydrotetronate 4-kinase [EC:2.7.1.217]
K21949	313.93	domain	trim	0.985495	852	749	1795	841	3.03	0.590	N-(2-amino-2-carboxyethyl)-L-glutamate synthase [EC:2.5.1.140]
K21950	369.30	domain	trim	0.903941	606	497	987	351	3.12	0.590	homeobox protein Hox-A9
K21951	455.17	domain	trim	0.951815	629	530	1892	405	1.81	0.590	homeobox protein Hox-A11
K21952	304.13	domain	all	0.988487	1417	1401	12725	1256	4.11	0.590	CASK-interacting protein
K21953	1181.27	full	all	0.968063	408	387	2194	809	1.37	0.591	SH3KBP1-binding protein 1
K21954	433.13	full	trim	0.994293	706	704	6295	1578	4.29	0.590	FYVE and coiled-coil domain-containing protein 1
K21955	304.10	domain	all	0.842814	648	579	1791	352	6.92	0.590	DNA damage-regulated autophagy modulator protein 1
K21956	278.20	full	all	0.800011	1195	1103	4223	554	9.40	0.590	DNA damage-regulated autophagy modulator protein 2
K21957	682.27	full	all	0.989445	491	477	1766	680	1.18	0.591	pseudokinase FAM20A
K21958	637.43	full	all	0.952293	1335	1279	5727	705	2.42	0.590	extracellular serine/threonine protein kinase FAM20C [EC:2.7.11.1]
K21959	240.90	full	all	0.989899	67	51	328	285	1.47	0.590	LysR family transcriptional regulator, cell division regulator
K21960	238.77	full	all	0.997290	246	186	391	298	1.96	0.590	LysR family transcriptional regulator, regulator of the ytmI operon
K21961	103.23	full	all	0.983904	600	504	926	318	7.54	0.590	TetR/AcrR family transcriptional regulator, ethionamide resistance regulator
K21962	135.10	full	all	0.929869	707	553	560	237	6.26	0.590	TetR/AcrR family transcriptional regulator, transcriptional repressor of aconitase
K21963	310.80	full	all	0.982456	119	28	206	180	0.69	0.588	LuxR family transcriptional regulator, Mat/Ecp fimbriae transcriptional regulator
K21964	57.07	domain	all	0.993197	285	148	340	197	2.95	0.590	Mat/Ecp fimbriae major subunit
K21965	135.00	domain	all	0.987240	447	319	458	238	4.52	0.590	Mat/Ecp fimbriae periplasmic chaperone
K21966	260.23	full	all	0.991298	494	400	2040	879	9.82	0.590	Mat/Ecp fimbriae outer membrane usher protein
K21967	280.87	full	all	1.000000	264	168	737	542	2.26	0.590	Mat/Ecp fimbriae adhesin
K21968	187.37	full	trim	0.969964	274	151	353	227	2.57	0.590	Mat/Ecp fimbriae periplasmic chaperone
K21969	371.73	full	all	0.976570	494	478	1823	516	2.26	0.590	tRNA (cytosine34-C5)-methyltransferase [EC:2.1.1.-]
K21970	334.73	full	trim	0.955959	810	795	2450	479	3.38	0.590	5-methylcytosine rRNA methyltransferase NSUN4 [EC:2.1.1.-]
K21971	245.97	full	all	0.997419	987	971	3666	515	2.26	0.590	methyltransferase NSUN6 [EC:2.1.1.-]
K21972	327.23	full	all	0.881590	322	198	466	247	2.86	0.590	MerR family transcriptional regulator, repressor of blue light- and temperature-responsive genes
K21973	256.30	full	all	0.991690	494	362	629	407	1.95	0.590	blue light- and temperature-responsive anti-repressor
K21974	67.23	full	trim	0.970940	404	227	141	80	2.86	0.708	probable RcsB/C two-component-system connector
K21975	35.90	full	all	0.995585	345	228	211	124	4.40	0.590	probable RcsB/C two-component-system connector
K21976	51.90	full	all	0.988537	399	219	225	111	3.36	0.590	probable RcsB/C two-component-system connector, global regulator of biofilm formation and acid-resistance
K21977	210.93	domain	trim	0.825066	373	275	491	234	3.80	0.590	phosphopantothenate---cysteine ligase (CTP) [EC:6.3.2.5]
K21978	-	-	-	-	1	1	327	327	0.38	0.586	(-)-delta-cadinene synthase [EC:4.2.3.97]
K21979	-	-	-	-	1	1	418	418	0.39	0.593	(+)-T-muurolol synthase [EC:4.2.3.98]
K21980	-	-	-	-	1	1	555	555	0.39	0.594	bicyclogermacrene synthase [EC:4.2.3.100]
K21981	-	-	-	-	1	1	628	628	0.38	0.589	(+)-alpha-pinene synthase [EC:4.2.3.121]
K21982	1203.67	full	all	1.000000	4	4	551	550	0.42	0.594	beta-cubebene synthase [EC:4.2.3.128]
K21983	-	-	-	-	1	1	546	546	0.38	0.591	alpha-isocomene synthase [EC:4.2.3.136]
K21984	-	-	-	-	1	1	546	546	0.38	0.592	(+)-epi-alpha-bisabolol synthase [EC:4.2.3.138]
K21985	-	-	-	-	1	1	562	562	0.38	0.588	valerena-4,7(11)-diene synthase [EC:4.2.3.139]
K21986	-	-	-	-	1	1	561	561	0.38	0.588	kunzeaol synthase [EC:4.2.3.143]
K21987	54.10	full	all	0.828928	608	596	1593	363	7.49	0.590	DNA-directed RNA polymerase II subunit GRINL1A
K21988	108.90	full	all	0.978238	4637	4585	20815	806	5.11	0.590	transmembrane channel-like protein
K21989	119.07	full	all	0.997638	5073	4862	17015	879	7.41	0.590	calcium permeable stress-gated cation channel
K21990	165.60	full	all	0.994152	1360	1106	1382	531	4.71	0.590	formate-nitrite transporter family protein
K21991	147.27	domain	all	0.994620	1527	1484	7576	1195	6.68	0.590	protein unc-45
K21992	164.23	full	trim	0.993258	279	221	422	214	2.03	0.590	lysine N-acyltransferase [EC:2.3.1.-]
K21993	293.77	domain	all	0.850619	1868	1560	1143	371	4.94	0.590	formate transporter
K21994	265.40	full	all	0.916908	378	351	837	246	1.51	0.589	LOB domain-containing protein 18
K21995	635.87	full	all	0.988947	533	500	1045	506	1.05	0.589	cytochrome P450 family 77 subfamily A [EC:1.14.-.-]
K21996	268.30	full	all	0.980476	228	226	2640	643	3.55	0.590	sorting nexin-41/42
K21997	74.20	domain	all	0.896581	19	19	1430	524	3.50	0.590	autophagy-related protein 19/34
K21998	151.17	full	all	0.873050	182	171	626	223	4.04	0.590	relaxin 1/2
K21999	92.20	domain	all	0.940152	184	169	477	240	4.07	0.590	insulin-like 3
K22000	124.27	full	all	0.948293	800	756	947	270	5.60	0.590	relaxin 3
K22001	99.40	full	all	0.861149	550	505	648	221	6.21	0.590	insulin-like 5
K22002	-	-	-	-	1	1	443	443	0.39	0.589	aconitate Delta-isomerase [EC:5.3.3.7]
K22003	424.20	full	all	0.958333	26	26	275	264	0.91	0.591	aconitate Delta-isomerase [EC:5.3.3.7]
K22004	-	-	-	-	2	2	494	493	0.41	0.587	trans-aconitate decarboxylase [EC:4.1.1.113]
K22005	-	-	-	-	1	1	540	540	0.39	0.589	itaconate hydroxylase
K22006	151.17	full	trim	0.944056	25	16	146	139	0.76	0.590	insulin-like 4
K22007	209.73	full	all	1.000000	222	75	214	176	0.93	0.588	Straboviridae RNA polymerase sigma factor
K22008	516.00	domain	all	0.989547	148	146	2030	629	1.80	0.590	serine/threonine-protein kinase Psk1 [EC:2.7.11.1]
K22009	577.03	full	all	1.000000	42	41	532	367	0.61	0.591	protein kinase MCK1
K22010	144.03	domain	all	0.787892	2636	2251	1787	301	18.23	0.590	two-component system, response regulator PdtaR
K22011	122.93	domain	trim	0.979717	145	125	235	127	1.28	0.589	sirohydrochlorin cobalto/nickelchelatase [EC:4.99.1.3 4.99.1.11]
K22012	615.00	full	all	1.000000	68	63	583	470	0.83	0.591	Ni-sirohydrochlorin a,c-diamide synthase [EC:6.3.5.12]
K22013	120.13	full	all	0.988417	540	512	1287	377	3.00	0.590	magnesium dechelatase [EC:4.99.1.10]
K22014	131.17	full	all	1.000000	109	33	216	181	0.70	0.589	Enterobacteria phage terminase small subunit, DNA-packaging protein
K22015	936.13	full	trim	0.929808	1071	679	945	715	0.97	0.590	formate dehydrogenase (hydrogenase) / hydrogen-dependent carbon dioxide reductase [EC:1.17.98.4 1.17.98.5]
K22017	444.10	domain	all	0.986394	299	299	17997	2336	4.20	0.590	mucin-4
K22018	548.40	domain	trim	0.781893	231	228	22247	2502	7.84	0.590	mucin-3/12/17
K22019	95.27	full	all	0.998661	377	374	1456	456	5.70	0.590	mucin-15
K22021	269.83	full	all	1.000000	165	164	3812	616	2.69	0.590	mucin-20
K22022	180.27	domain	all	0.986667	113	111	3376	837	2.90	0.590	mucin-21
K22023	1200.20	domain	all	0.545160	1586	1586	111985	3713	9.31	0.590	mucin-6/19
K22024	432.87	domain	trim	0.838883	1412	1172	1089	548	2.96	0.590	4-phospho-D-threonate 3-dehydrogenase / 4-phospho-D-erythronate 3-dehydrogenase [EC:1.1.1.408 1.1.1.409]
K22025	324.90	full	all	0.996202	1103	923	647	328	1.73	0.591	D-erythronate 2-dehydrogenase [EC:1.1.1.410]
K22026	249.87	full	all	0.960623	158	145	419	305	2.99	0.590	nucleoside kinase [EC:2.7.1.73 2.7.1.213 2.7.1.-]
K22027	321.90	full	all	0.986513	570	483	676	387	2.99	0.590	indole-3-acetate monooxygenase [EC:1.14.13.235]
K22028	1004.20	domain	all	0.980959	490	482	4919	1637	1.14	0.590	myopalladin
K22029	1445.77	domain	trim	0.871958	488	444	3387	1406	0.88	0.590	palladin
K22030	345.30	domain	all	0.998732	1597	1580	4426	737	3.06	0.590	leiomodin
K22031	323.33	full	all	0.997884	494	471	3078	661	1.74	0.590	myocardial zonula adherens protein
K22032	391.90	domain	all	0.582973	62	60	651	443	1.32	0.590	lytic cellulose monooxygenase (C4-dehydrogenating) [EC:1.14.99.56]
K22033	298.20	full	all	1.000000	270	258	556	357	1.22	0.590	lytic cellulose monooxygenase (C4-dehydrogenating) [EC:1.14.99.56]
K22034	-	-	-	-	1	1	538	538	0.38	0.591	exo-alpha-bergamotene synthase [EC:4.2.3.81]
